,Residence State,Residence State Code,Month,Month Code,UCD - ICD Sub-Chapter,UCD - ICD Sub-Chapter Code,Underlying Cause of death,Underlying Cause of death Code,Deaths
8803,Oregon,41,"Jun., 2018",2018/06,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
8804,Oregon,41,"Jun., 2018",2018/06,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,23
8805,Oregon,41,"Jun., 2018",2018/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,110
8806,Oregon,41,"Jul., 2018",2018/07,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
8807,Oregon,41,"Jul., 2018",2018/07,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,10
8808,Oregon,41,"Jul., 2018",2018/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,11
8809,Oregon,41,"Jul., 2018",2018/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,97
8810,Oregon,41,"Aug., 2018",2018/08,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
8811,Oregon,41,"Aug., 2018",2018/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,96
8812,Oregon,41,"Sep., 2018",2018/09,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,16
8813,Oregon,41,"Sep., 2018",2018/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,94
8814,Oregon,41,"Oct., 2018",2018/10,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,13
8815,Oregon,41,"Oct., 2018",2018/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,79
8816,Oregon,41,"Nov., 2018",2018/11,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
8817,Oregon,41,"Nov., 2018",2018/11,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,11
8818,Oregon,41,"Nov., 2018",2018/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
8819,Oregon,41,"Nov., 2018",2018/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,130
8820,Oregon,41,"Dec., 2018",2018/12,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,25
8821,Oregon,41,"Dec., 2018",2018/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,13
8822,Oregon,41,"Dec., 2018",2018/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,121
8823,Oregon,41,"Jan., 2019",2019/01,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
8824,Oregon,41,"Jan., 2019",2019/01,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,19
8825,Oregon,41,"Jan., 2019",2019/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,17
8826,Oregon,41,"Jan., 2019",2019/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,136
8827,Oregon,41,"Feb., 2019",2019/02,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
8828,Oregon,41,"Feb., 2019",2019/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,26
8829,Oregon,41,"Feb., 2019",2019/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
8830,Oregon,41,"Feb., 2019",2019/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,115
8831,Oregon,41,"Mar., 2019",2019/03,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,19
8832,Oregon,41,"Mar., 2019",2019/03,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,26
8833,Oregon,41,"Mar., 2019",2019/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,18
8834,Oregon,41,"Mar., 2019",2019/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,150
8835,Oregon,41,"Apr., 2019",2019/04,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
8836,Oregon,41,"Apr., 2019",2019/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,19
8837,Oregon,41,"Apr., 2019",2019/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
8838,Oregon,41,"Apr., 2019",2019/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,124
8839,Oregon,41,"May, 2019",2019/05,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,20
8840,Oregon,41,"May, 2019",2019/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,132
8841,Oregon,41,"Jun., 2019",2019/06,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,15
8842,Oregon,41,"Jun., 2019",2019/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,13
8843,Oregon,41,"Jun., 2019",2019/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,113
8844,Oregon,41,"Jul., 2019",2019/07,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
8845,Oregon,41,"Jul., 2019",2019/07,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,15
8846,Oregon,41,"Jul., 2019",2019/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,100
8847,Oregon,41,"Aug., 2019",2019/08,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,11
8848,Oregon,41,"Aug., 2019",2019/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,125
8849,Oregon,41,"Sep., 2019",2019/09,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
8850,Oregon,41,"Sep., 2019",2019/09,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,15
8851,Oregon,41,"Sep., 2019",2019/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,115
8852,Oregon,41,"Oct., 2019",2019/10,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
8853,Oregon,41,"Oct., 2019",2019/10,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,20
8854,Oregon,41,"Oct., 2019",2019/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,11
8855,Oregon,41,"Oct., 2019",2019/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,121
8856,Oregon,41,"Nov., 2019",2019/11,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
8857,Oregon,41,"Nov., 2019",2019/11,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,20
8858,Oregon,41,"Nov., 2019",2019/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,12
8859,Oregon,41,"Nov., 2019",2019/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,141
8860,Oregon,41,"Dec., 2019",2019/12,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,18
8861,Oregon,41,"Dec., 2019",2019/12,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,15
8862,Oregon,41,"Dec., 2019",2019/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,11
8863,Oregon,41,"Dec., 2019",2019/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,141
8864,Oregon,41,"Jan., 2020",2020/01,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,23
8865,Oregon,41,"Jan., 2020",2020/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,12
8866,Oregon,41,"Jan., 2020",2020/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,138
8867,Oregon,41,"Feb., 2020",2020/02,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,16
8868,Oregon,41,"Feb., 2020",2020/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,25
8869,Oregon,41,"Feb., 2020",2020/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
8870,Oregon,41,"Feb., 2020",2020/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,132
8871,Oregon,41,"Mar., 2020",2020/03,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,13
8872,Oregon,41,"Mar., 2020",2020/03,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,25
8873,Oregon,41,"Mar., 2020",2020/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,11
8874,Oregon,41,"Mar., 2020",2020/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,133
8875,Oregon,41,"Apr., 2020",2020/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,16
8876,Oregon,41,"Apr., 2020",2020/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,122
8877,Oregon,41,"May, 2020",2020/05,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,13
8878,Oregon,41,"May, 2020",2020/05,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,10
8879,Oregon,41,"May, 2020",2020/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,121
8880,Oregon,41,"Jun., 2020",2020/06,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
8881,Oregon,41,"Jun., 2020",2020/06,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,12
8882,Oregon,41,"Jun., 2020",2020/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,102
8883,Oregon,41,"Jul., 2020",2020/07,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
8884,Oregon,41,"Jul., 2020",2020/07,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,13
8885,Oregon,41,"Jul., 2020",2020/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,127
8886,Oregon,41,"Aug., 2020",2020/08,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
8887,Oregon,41,"Aug., 2020",2020/08,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,11
8888,Oregon,41,"Aug., 2020",2020/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,116
8889,Oregon,41,"Sep., 2020",2020/09,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,13
8890,Oregon,41,"Sep., 2020",2020/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,105
8891,Oregon,41,"Oct., 2020",2020/10,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,11
8892,Oregon,41,"Oct., 2020",2020/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,116
8893,Oregon,41,"Nov., 2020",2020/11,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
8894,Oregon,41,"Nov., 2020",2020/11,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,10
8895,Oregon,41,"Nov., 2020",2020/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,112
8896,Oregon,41,"Dec., 2020",2020/12,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,16
8897,Oregon,41,"Dec., 2020",2020/12,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,18
8898,Oregon,41,"Dec., 2020",2020/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,109
8899,Oregon,41,"Jan., 2021",2021/01,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,13
8900,Oregon,41,"Jan., 2021",2021/01,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,16
8901,Oregon,41,"Jan., 2021",2021/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,115
8902,Oregon,41,"Feb., 2021",2021/02,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
8903,Oregon,41,"Feb., 2021",2021/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,13
8904,Oregon,41,"Feb., 2021",2021/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
8905,Oregon,41,"Feb., 2021",2021/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,107
8906,Oregon,41,"Mar., 2021",2021/03,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,19
8907,Oregon,41,"Mar., 2021",2021/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,113
8908,Oregon,41,"Apr., 2021",2021/04,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,16
8909,Oregon,41,"Apr., 2021",2021/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,10
8910,Oregon,41,"Apr., 2021",2021/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,101
8911,Oregon,41,"May, 2021",2021/05,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,14
8912,Oregon,41,"May, 2021",2021/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,101
8913,Oregon,41,"Jun., 2021",2021/06,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,23
8914,Oregon,41,"Jun., 2021",2021/06,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,11
8915,Oregon,41,"Jun., 2021",2021/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,124
8916,Oregon,41,"Jul., 2021",2021/07,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
8917,Oregon,41,"Jul., 2021",2021/07,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,10
8918,Oregon,41,"Jul., 2021",2021/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,110
8919,Oregon,41,"Aug., 2021",2021/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,101
8920,Oregon,41,"Sep., 2021",2021/09,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,18
8921,Oregon,41,"Sep., 2021",2021/09,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,11
8922,Oregon,41,"Sep., 2021",2021/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,118
8923,Oregon,41,"Oct., 2021",2021/10,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
8924,Oregon,41,"Oct., 2021",2021/10,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,15
8925,Oregon,41,"Oct., 2021",2021/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,12
8926,Oregon,41,"Oct., 2021",2021/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,128
8927,Oregon,41,"Nov., 2021",2021/11,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,15
8928,Oregon,41,"Nov., 2021",2021/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,114
8929,Oregon,41,"Dec., 2021",2021/12,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
8930,Oregon,41,"Dec., 2021",2021/12,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,24
8931,Oregon,41,"Dec., 2021",2021/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,12
8932,Oregon,41,"Dec., 2021",2021/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,136
8933,Oregon,41,"Jan., 2022",2022/01,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
8934,Oregon,41,"Jan., 2022",2022/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,124
8935,Oregon,41,"Feb., 2022",2022/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,11
8936,Oregon,41,"Feb., 2022",2022/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,118
8937,Oregon,41,"Mar., 2022",2022/03,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
8938,Oregon,41,"Mar., 2022",2022/03,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,12
8939,Oregon,41,"Mar., 2022",2022/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,113
8940,Oregon,41,"Apr., 2022",2022/04,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,16
8941,Oregon,41,"Apr., 2022",2022/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,12
8942,Oregon,41,"Apr., 2022",2022/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,108
8943,Oregon,41,"May, 2022",2022/05,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,16
8944,Oregon,41,"May, 2022",2022/05,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,18
8945,Oregon,41,"May, 2022",2022/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,117
8946,Oregon,41,"Jun., 2022",2022/06,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
8947,Oregon,41,"Jun., 2022",2022/06,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,16
8948,Oregon,41,"Jun., 2022",2022/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,15
8949,Oregon,41,"Jun., 2022",2022/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,107
8950,Oregon,41,"Jul., 2022",2022/07,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
8951,Oregon,41,"Jul., 2022",2022/07,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,15
8952,Oregon,41,"Jul., 2022",2022/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
8953,Oregon,41,"Jul., 2022",2022/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,109
8954,Oregon,41,"Aug., 2022",2022/08,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
8955,Oregon,41,"Aug., 2022",2022/08,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,18
8956,Oregon,41,"Aug., 2022",2022/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,115
8957,Oregon,41,"Sep., 2022",2022/09,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,18
8958,Oregon,41,"Sep., 2022",2022/09,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,13
8959,Oregon,41,"Sep., 2022",2022/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,101
8960,Oregon,41,"Oct., 2022",2022/10,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,13
8961,Oregon,41,"Oct., 2022",2022/10,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,17
8962,Oregon,41,"Oct., 2022",2022/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,120
8963,Oregon,41,"Nov., 2022",2022/11,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
8964,Oregon,41,"Nov., 2022",2022/11,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,24
8965,Oregon,41,"Nov., 2022",2022/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
8966,Oregon,41,"Nov., 2022",2022/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,117
8967,Oregon,41,"Dec., 2022",2022/12,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,19
8968,Oregon,41,"Dec., 2022",2022/12,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,27
8969,Oregon,41,"Dec., 2022",2022/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,30
8970,Oregon,41,"Dec., 2022",2022/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,148
8971,Oregon,41,"Jan., 2023",2023/01,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,17
8972,Oregon,41,"Jan., 2023",2023/01,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,13
8973,Oregon,41,"Jan., 2023",2023/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,11
8974,Oregon,41,"Jan., 2023",2023/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,121
8975,Oregon,41,"Feb., 2023",2023/02,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,18
8976,Oregon,41,"Feb., 2023",2023/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,19
8977,Oregon,41,"Feb., 2023",2023/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,14
8978,Oregon,41,"Feb., 2023",2023/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,106
8979,Oregon,41,"Mar., 2023",2023/03,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
8980,Oregon,41,"Mar., 2023",2023/03,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,21
8981,Oregon,41,"Mar., 2023",2023/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,123
8982,Oregon,41,"Apr., 2023",2023/04,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,17
8983,Oregon,41,"Apr., 2023",2023/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,19
8984,Oregon,41,"Apr., 2023",2023/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,12
8985,Oregon,41,"Apr., 2023",2023/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,147
8986,Oregon,41,"May, 2023",2023/05,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,13
8987,Oregon,41,"May, 2023",2023/05,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,14
8988,Oregon,41,"May, 2023",2023/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,132
8989,Oregon,41,"Jun., 2023",2023/06,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,15
8990,Oregon,41,"Jun., 2023",2023/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,108
8991,Oregon,41,"Jul., 2023",2023/07,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
8992,Oregon,41,"Jul., 2023",2023/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,111
